3488 sayılı Uygulanma İmkanı Kalmamış Olan Kanunların Yürürlükten Kaldırılması Hakkında Kanun
Yayımlandığı Resmî Gazete Tarihi: 08.11.1988
Yayımlandığı Resmî Gazete Sayısı: 19983
Kabul Tarihi	27.10.1988
Madde 0001:
İlişik listedeki kanunlar, yürürlükten kaldırılmıştır.
UYGULANMA İMKANI KALMAMIŞ OLAN KANUNLARIN YÜRÜRLÜKTEN KALDIRILMASI HAKKINDA KANUNUN 1 inci MADDESİNİN EKİ
LİSTE
Kanun Tarihi	No.	A d ı
20.06.1952	5984	Türkiye ile Ticaret ve Seyrisefain Andlaşması ve Modüs Vivendi Akdetmiş Devletler Mallarından Bazıları İçin Giriş Genel Tarifesindeki Resim Hadlerinde Yapılan indirmelerin Kaldırılması Hakkında Kanun
20.06.1952	5985	Milli Savunma Bakanlığı Gülhane Askeri Tıp Akademisi ile Ankara Üniversitesi Tıp Fakültesinin Yekdiğerinden Ayrılması Hakkında Kanun
20.06.1952	5987	Eskişehir de Sel Baskınından Zarar Görenlere Yaptırılacak Meskenler Hakkındaki 5663 Sayılı Kanuna Ek Kanun
21.11.1952	5989	Heyeti Mahsusalarca Haklarında Karar Verilmiş Olanların Emekli Haklarının Mahfuz Tutulması Hakkında Kanun
21.11.1952	5990	Umumi Müfettişlik Teşkiline Dair Kanun ile Ek ve Tadillerinin Yürürlükten Kaldırılması Hakkında Kanun
01.12.1952	5991	1702 ve 1880 Sayılı Kanunların Tadiline Dair Olan 2517 Sayılı Kanunun Birinci Maddesinin (B) Fıkrasının Değiştirilmesi ve (C) Fıkrasının da Yürürlükten Kaldırılması Hakkında Kanun
24.12.1952	5997	491 Sayılı Teşkilatı Esasiye Kanununun Tekrar Meriyete Konulması Hakkında Kanun
05.01.1953	6000	Atatürk Orman Çiftliği Arazisinden Bir Kısmının Kamulaştırılmasına Yetki Verilmesi Hakkında Kanun
16.01.1953	6013	Türkiye Cumhuriyeti Emekli Sandığı Kanununun 40 ıncı Maddesinin (C) Bendinin Değiştirilmesine Dair Kanun
16.01.1953	6014	Türkiye Cumhuriyeti Emekli Sandığı Kanununun Geçici 65 inci Maddesi Hükmünden, Tayin ve Denetlenmesi Milli Eğitim Vekaletine İlişkin Özel Türk Okulları Öğretmenlerinin de Faydalanmaları Hakkında Kanun
16.01.1953	6015	Türkiye Cumhuriyeti Emekli Sandığı Kanununun 7 nci Maddesine Bir Fıkra Eklenmesine Dair Kanun
23.01.1953	6025	Köy Ebeleri ve Köy Sağlık Memurları Teşkilatı Yapılmasına ve 3017 Numaralı Sıhhat ve İçtimai Muavenet Vekaleti Teşkilat ve Memurin Kanununun Bazı Maddelerinin Değiştirilmesine Dair Olan 4459 Sayılı Kanunun 18 inci Maddesinin Yürüdükten Kaldırılması Hakkında Kanun
23.01.1953	6030	Arazi ve Bina Vergilerinden İstisna Edilmiş Olan Mukataak Gayrimenkullere Kıymet Takdiri Hakkındaki Kanunun Birinci Maddesinin Değiştirilmesi Hakında Kanun
28.01.1953	6033	İstanbul Teknik Üniversitesi Kuruluş Kadroları Hakkındaki Kanuna Ek Kanun
28.01.1953	6034	İstanbul Teknik Üniversitesine Bağlı Maden Fakültesinin Binalarıyla Laboratuvarlarının İnşa ve Tesisi Hakkında Kanun
11.02.1953	6049	Sağlık ve Sosyal Yardım Vekaleti Kuruluş ve Memurları Kanununa Bazı Hükümler Eklenmesine ve 4258 Sayılı Kanuna Bağlı Kadro Cetvellerinin Değiştirilmesine Dair 4862 Sayılı Kanuna Bağlı Kadro Cetvelerinde Değişiklik Yapılması Hakkında Kanun
13.02.1953	6051	Basın Kanununun 36 ncı Maddesinin Birinci Fıkrasının Tadili Hakkında Kanun
25.02.1953	6059	Doğu Üniversitesi Kuruluş Hazırlıkları Hakkında Kanun
26.02.1953	6060	Türk Parasının Kıymetini Koruma Hakkındaki Kanunun Meriyet Müddetinin Uzatılmasına Dair Kanun
30.03.1953	6081	Hariciye Vekaleti Teşkilatı Hakkındaki Kanuna Ek Kanun
10.06.1953	6089	Yeniden Yapılacak Su İşleri İçin Gelecek Yıllara Sari Taahhütlere Girişilmesine Mezuniyet Verilmesi Hakkındaki 3132, 4100, 4649 ve 5259 Sayılı Kanunlara Ek Kanun
26.06.1953	6090	Denizcilik Bankası Türk Anonim Ortaklığı Kanununun Geçici 2 nci Maddesine Göre Yapılması Gereken Tasfiyeye Ait Müddetin Uzatılması Hakkında Kanun
03.07.1953	6113	Osmanlı Bankasıyla Yapılan Mukavelenin Onanması Hakkında Kanun
10.07.1953	6134	Özel İdare Hastanelerinin Muvazenei Umumiyeye Devri ve 4862 Sayılı Kanuna Bağlı (1) ve (2) Sayılı Cetvellerde Değişiklik Yapılması Hakkında Kanun
10.07.1953	6135	Mudanya - Bursa ve Ilıca İskele - Palamutluk Demiryolu İşletmesinin Kaldırılması ve Bu Hatların Tasfiyesi Hakkında Kanun
10.07.1953	6137	Yedek Subaylar ve Yedek Askeri Memurlar Kanununa Ek Kanun
13.07.1953	6142	Askerlerin Zatişlerine Müteallik Davaların Tetkik ve Muhakeme Usulü Hakkındaki Kanunun Yürürlükten Kaldırılmasına Dair Kanun
14.07.1953	6146	Jandarma Efradı Kanununun 19 uncu Maddesinin Değiştirilmesi Hakkında Kanun
14.07.1953	6147	İstanbul ve İzmir de Birer Cezaevi Yaptırılması İçin Gelecek Yıllara Geçici Taahhütlere Girişilmesi Hakkındaki Kanun
14.07.1953	6148	İstanbul Adalet Binası İnşası İçin Gelecek Yıllara Geçici Taahhütlere Girişilmesi Hakkındaki Kanunda Değişiklik Yapılması Hakında Kanun
15.07.1953	6153	T.C. Emekli Sandığı Hakkındaki 5434 Sayılı Kanuna Geçici Bir Madde Eklenmesine Dair Kanun
20.07.1953	6181	İltisak ve Kuşat Hatları İnşaatına Dair Kanun
21.07.1953	6185	Üniversiteler Kanununun 46 ncı Maddesinin d Fıkrasının Değiştirilmesi Hakkında Kanun
27.11.1953	6192	Limanların İnşa, Tevsi, Islah ve Teçhizine Dair Olan Kanuna Ek Kanun
18.12.1953	6198	Devlet Demiryolları ve Limanları İşletme Umum Müdürlüğü Memur ve Hizmetlilerinin Ücretlerine Dair Olan 2847 Sayılı Kanun ile Ek ve Tadillerinin Değiştirilmesine Dair Kanun
21.12.1953	6210	Demiryollar ve Limanlar İnşaatı İçin Gelecek Yıllara Geçici Taahhütlere Girişilmesi Hakkında Kanuna Ek Kanun
04.01.1954	6213	Devlet Hava Yolları Umum Müdürlüğü İhtiyaçları İçin Gelecek Yıllara Sari Taahhütlere Girişilmesi Hakkındaki 5076 Sayılı Kanunun 1 inci Maddesini Değiştiren 5843 Sayılı Kanuna Ek Kanun
11.01.1954	6218	125 Milyon Liralık İç İstikraz Akti Hakkında Kanun
18.01.1954	6223	Orman Umum Müdürlüğü Kuruluşu Hakkındaki Kanuna Ek 3818 Sayılı Kanuna Bağlı Cetvelde Değişiklik Yapılmasına Dair Kanun
10.02.1954	6246	Artırma, Eksiltme ve İhale Kanunu ile Muhasebei Umumiye Kanununa Ek Kanun
12.02.1954	6251	Askeri Polis Birlikleri Astsubay ve Eratına Müteferrika Verilmesi Hakkında Kanun
15.02.1954	6259	Sağlık ve Sosyal Yardım Vekaleti Kuruluş ve Memurları Kanununa Bazı Hükümler Eklenmesine Dair Olan Kanuna Bağlı Kadro Cetvellerinde Değişiklikler Yapılması Hakkında Kanun
17.02.1954	6271	T.C. Emekli Sandığı Kanununun Geçici 3 üncü Maddesine Bir Fıkra Eklenmesi Hakkında Kanun
17.02.1954	6273	İlkokul Öğretmenleriyle İlkokul Öğretmenliğinden Gelip de Muhtelif Dereceli Okullarda ve Milli Eğitim Vekaleti Teşkilatında Çalışanların Aylık Dereceleri Hakkında Kanun
23.02.1954	6275	Temyiz Mahkemesi Teşkilatına Dair Olan Kanunun 2 nci Maddesinin Değiştirilmesi Hakkında Kanun
25.02.1954	6284	Sağlık ve Sosyal Yardım Vekaleti Kuruluş ve Memurları Kanununa Bazı Hükümler Eklenmesine Dair Olan Kanuna Bağlı Kadro Cetvellerinde Değişiklik Yapılması Hakkında Kanun
02.03.1954	6306	T.C. Emekli Sandığı Kanununun 64 üncü Maddesinin (ç) Fıkrasından Sonra Bir (d) Fıkrası ve Bu Kanuna Geçici Bir Madde Eklenmesine Dair Kanun
02.03.1954	6308	5979 Sayılı Kanunun Yürürlükten Kaldırılması Hakkında Kanun
03.03.1954	6310	İzmir de Sarıkışla ve Müştemilatının İzmir Belediyesinin Yapacağı Binalarla Mübadelesi Hakkında Kanun
03.03.1954	6316	15.02.1946 Tarih ve 4872 Sayılı Çırağan Sarayının İstanbul Belediyesine Devir ve Temliki Hakkındaki Kanunun Birinci Maddesinin Değiştirilmesine Dair Kanun
07.03.1954	6329	Türk Ceza Kanununun 161 indi Maddesinin Son Fıkrasının Tadili ve Bu Maddeye İki Fıkra İlavesi Hakkında Kanun
09.03.1954	6337	Basın Kanununun 36 ncı Maddesinin Değiştirilmesi Hakkında Kanun
09.03.1954	6339	İstanbul da Eminönünde Kaim 405 Ada 18 Parsel Numaralı Hazineye Ait Binanın Emlak Kredi Bankasına Satılmasına ve Bankaca Yaptırılacak Binaya Hazinenin de İştirakine Mezuniyet Verilmesine Dair Kanun
09.03.1954	6344	Karayolları Yapımı İçin Girişilecek Sari Taahhüt İşlerinde Kullanılmak Üzere Bono İhracına Yetki Verilmesi Hakkında Kanun
10.03.1954	6373	Doğu Vilayetlerimizde Kurulacak (Atatürk Üniversitesi) İnşaatı İçin Gelecek Yıllara Sari Taahhütlere Girişilmesi Hakkında Kanun
10.03.1954	6381	4178 Sayılı Kanunun 9 uncu ve 4849 Sayılı Kanunun 1 inci Maddelerinin Değiştirilmesi Hakkında Kanun
11.03.1954	6387	Karayolları Genel Müdürlüğü Kuruluş ve Görevleri Hakkındaki Kanuna Ek Kanun
11.03.1954	6408	İstanbul Üniversitesi Fen ve Tıp Fakültesi İçin (Cylotron) İnşaa ve Tesisi Hakkında Kanun
11.06.1954	6415	Türkiye Vakıflar Bankası Türk Anonim Ortaklığı Kanununun 15 inci Maddesinin Tadili Hakkında Kanun
23.06.1954	6423	İdarei Umumiyei Vilayat Kanununun Bazı Maddelerinin Değiştirilmesine Dair Kanun
30.06.1954	6425	Yeniden Yapılacak Su İşleri İçin Gelecek Yıllara Sari Taahhütlere Girişilmesine Mezuniyet Verilmesi Hakkındaki 3132, 4100, 4649, 5259 ve 6089 Sayılı Kanunlara Ek Kanun
05.07.1954	6435	Bağlı Bulundukları Teşkilat Emrine Alınmak Suretiyle Vazifeden Uzaklaştırılacaklar Hakkında Kanun
24.12.1954	6444	Milli Korunma Kanununun. Tadiline Dair Olan 6084 Numaralı Kanunun 1 inci Maddesinin Tadili Hakkında Kanun
09.02.1955	6462	Kadrodan Çıkarılmış Bulunan Harp Gemilerinden Mecidiye, Bandırma, Bafra, Kemal Reis Gemileri ile Dumlupınar Denizaltı Gemisi, Şimşek, Bora, Kasırga, Yıldırım, HB8, Doğan, Martı, Tayfun Hücumbotları, Çamur Dubası ve Torpido Takip Motoru ile Zorlu Motorunun Satılmasına Dair Kanun
25.02.1955	6487	Sıhhat ve İçtimai Muavenet Vekalet Kuruluş ve Memurları Kanununa Bazı Hükümler Eklenmesine ve 4258 Sayılı Kanuna Bağlı Kadro Cetvellerinin Değiştirilmesine Dair 4862 Sayılı Kanuna Bağlı (1) ve (2) Sayılı Kadro Cetvellerine İlaveler Yapılması Hakkında Kanun
27.02.1955	6499	İstanbul Birleşik İdaresinin Ayrılması Hakkındaki 6349 Sayılı Kanunun Bazı Maddelerinin Değiştirilmesine Dair Kanun
25.03.1955	6518	Askerlik Kanununun 35 inci Maddesine Bir Fıkra İlavesi Hakkındaki 5010 Sayılı Kanunun Tadiline Dair Kanun
13.04.1955	6536	Damga Resmi Kanununun Bazı Maddelerinin Tadilime ve Bu Kanuna Bazı Hükümler İlavesine Dair Kanun
15.04.1955	6537	Muhasebei Umumiye Kanununun 24 üncü Maddesinin Tadili Hakkında Kanun
15.04.1955	6538	İstanbul Kapalıçarşısının Tamir ve İhyası Hakkında Kanun
27.04.1955	6542	Zabitan ve Askeri Memurların Maaşatı Hakkında Kanuna Ek 3661 Sayık Kanunun 2 nci Maddesine Bir Fıkra Eklenmesine Dair Kanun
02.05.1955	6548	60 Milyon Liralık Madeni Ufaklık Para Basılması Hakkında 5015 Sayılı Kanunun 1 inci Maddesinin Tadili Hakkında Kanun
13.05.1955	6557	4273 Sayılı Subaylar Heyetine Mahsus Terfi Kanununun 5611 Sayılı Kanun ile Değiştirilen 10 uncu Maddesi ile Subay ve Askeri Memurların Maaşları Hakkındaki, 5609 Sayılı Kanunun 5838 Sayılı Kanunla Değiştirilen 1 ve 2 nci Maddelerinde Değişiklik Yapılması Hakkında Kanun
16.05.1955	6564	Emniyet Umum Müdürlüğü Kadrosuna Dahil Memurlara Fazla Mesai Ücreti Verilmesine Dair Kanun
16.05.1955	6565	T.B.M.M. Emniyet Kadrosunda Çalışan Memurlara Fazla Mesai Ücreti Verilmesine Dair Kanun
20.05.1955	6574	Çırağan Sarayı Enkazı ile Arsasının Hazineye İadesi ve Türkiye Cumhuriyeti Emekli Sandığına Devri Hakkında Kanun
20.05.1955	6580	Türkiye Cumhuriyeti Emekli Sandığı Kanununa Muvakkat Bir Madde Ektenmesine Dair Kanun
20.05.1955	6583	60 Milyon Liralık İç İstikraz Akdi Hakkında Kanun
20.05.1955	6590	Etibank Kanununun 10 uncu Maddesinin Kaldırılması Hakkında Kanun
20.05.1955	6601	Kozlu - Ereğli Hattı ile Armutçuk Şube Hattı İnşasına Ait Gelecek Yıllara Geçici Yüklenmelere Girişilmesi Hakkındaki 5415 Sayılı Kanunun 1 inci Maddesinin Tadili Hakkında Kanun
20.05.1955	6602	5413 Sayılı Kanuna Ek Kanun
21.05.1955	6629	5441 Sayılı Devlet Tiyatrosu Kuruluşu Hakkındaki Kanunun 5, 8 ve 10 uncu Maddelerinin Tadili Hakkında Kanun
30.01.1956	6652	Tescil Edilmeyen Birleşmeler ile Bunlardan Doğan Çocukların Cezasız Tescili Hakkında Kanun
03.02.1956	6655	Karayolları Yapımı İçin Girişilecek Sari Taahhüt İşlerinde Kullanılmak Üzere Bono İhracına Yetki Verilmesi Hakkındaki 6344 Sayılı Kanunun 1 inci Maddesinin Değiştirilmesine Dair Kanun
03.02.1956	6656	Yeniden Yapılacak Su İşleri İçin Gelecek Yıllara Sari Taahhütlere Girişilmesine Mezuniyet Verilmesi Hakkındaki 3132, 4100, 4649, 5259 ve 6089 Sayılı Kanunlara Ek 6425 Sayılı Kanunun 1 inci Maddesinin Değiştirilmesine Dair Kanun
06.02.1956	6658	5434 Sayılı Kanunun 133 üncü Maddesiyle Yürürlükten Kaldırılan Askeri Malüllerin Terfihine Dair Olan 551 Sayılı Kanuna Göre Araziye Müstehak Olup da Henüz Bu Hakları Arazi Olarak Alamayanların İstihkaklarının Nakden Ödenmesi Hakkında Kanun
06.02.1956	6659	3339 Sayılı Kanunun Mer iyet Müddetinin Uzatılmasına Dair Kanun
15.02.1956	6661	Türk Ceza Kanununun 13 üncü Maddesinin Değiştirilmesi Hakkında Kanun
15.02.1956	6665	Umumi İhtiyaçlar İçin Hariçten Getirilecek Madeni Su Boruları ile Aksam ve Teferruatından Gümrük Resmi Alınmamasına Dair Olan 2268 Sayılı Kanunun 5365 Sayılı Kanunla Değiştirilen 1 inci Maddesinde Değişiklik Yapılmasına ve Mezkur Kanuna Muvakkat Bir Madde İlavesine Dair Kanun
28.02.1956	6684	6 - 7 Eylül 1955 Tarihinde İstanbul ve İzmir de Vukubulan Hadiselerde Zarar Görenlerin Zararlarının Ödenmesi Hakkında Kanun
28.02.1956	6685	6 - 7 Eylül Hadiselerinden Zarar Görenlere Yapılacak Yardımların Vergi Muafiyeti ve Bu Zararlar Dolayısiyle 5432 Sayılı Kanunun 260 ve 299 uncu Maddelerinin Tatbiki Hakkında Kanun
09.05.1956	6730	Sıhhat ve İçtimai Muavenet Vekaleti Teşkilat ve Memurları Kanununa Bazı Hükümler Eklenmesine ve 4258 Sayılı Kanuna Bağlı Kadro Cetvellerinde Değişiklik Yapılmasına Dair Olan 4862 Sayılı Kanuna Bağlı 1 ve 2 Sayılı Cetvellere Kadro İlavesine Dair Kanun
22.06.1956	6738	İl İdaresi Kanununun 42 nci Maddesinin (E) Bendinin Değiştirilmesi Hakkında Kanun
25.06.1956	6752	Orman Umum Müdürlüğü Teşkilatına Dair 3818, 3904 ve 6223 Sayılı Kanunlara Bağlı Cetvellerde Değişiklik Yapılması Hakkında Kanun
29.06.1956	6764	Elli Milyon Liralık İç İstikraz Akdi Hakkında Kanun
04.07.1956	6767	Gayrimenkul Kiraları Hakkındaki 6570 Sayılı Kanunun 3 üncü Maddesine Bir Fıkra ile Bir Bent Eklenmesine Dair Kanun
09.07.1956	6776	Ankara nın Ege Mahallesinde Bulunan 4872 Ada 1 Parsel Numaralı Arsanın Satışı Hakkında Kanun
09.07.1956	6781	Askeri Ceza Kanununun 150 inci Maddesinin 3 Sayılı Bendinin İlgasına Dair Kanun
11.07.1956	6795	Türkiye Cumhuriyeti Emekli Sandığı Kanununun 64 üncü Maddesinin Tadiline Dair Kanun
13.07.1956	6803	Fevkalade Vaziyet Dolayısıyla Bazı Vergi ve Resimlere Zam İcrasına ve Bazı Maddelerin Mükellefiyet Mevzuuna Alınmasına Dair 3828 Sayılı Kanunun 10 uncu Maddesine Bir Fıkra İlavesi Hakkında Kanun
13.07.1956	6804	İç İstikraz Akdi Hakkında Kanun
13.07.1956	6805	Ankara da İstatistik Umum Müdürlüğü Binası Yaptırılması İçin Gelecek Yıllara Geçici Taahhütlere Girişilmesi Hakkında Kanun
16.07.1956	6807	Türkiye Cumhuriyeti Emekli Sandığı Kanununa Muvakkat Bir Madde Eklenmesine Dair Kanun
16.07.1956	6809	Devlet Orman İşletmeleri ve Fabrikalarının Tomruk ve Kereste Piyasa Satışları Hakkında Kanun
01.09.1956	6837	İlk ve Orta Tedrisat Muallimlerinin Terfi ve Tecziyeleri Hakkındaki 1702 Sayılı Kanunun 2517 ve 3313 Sayılı Kanunlarla Muaddel 3 üncü Maddesinin (A) Fıkrasıyla Aynı Kanunun 1880 ve 2517 Sayılı Kanunlarla Değiştirilen 3 üncü Maddesinin 5991 Sayılı Kanunla Tadil Edilen (B) Fıkrasının Değiştirilmesi Hakkında Kanun
01.09.1956	6842	5434 Sayılı Türkiye Cumhuriyeti Emekli Sandığı Kanununun 32 nci Maddesine Bir Fıkra Eklenmesi Hakkında Kanun
01.09.1956	6843	Türkiye Cumhuriyeti Emekli Sandığı Kanununun 8 inci Maddesinin (H) Fıkrasının Değiştirilmesi Hakkında Kanun
01.09.1956	6844	Türkiye Cumhuriyeti Hükümeti ile Ege Elektrik Türk Anonim Ortaklığı Arasında Demirköprü Barajı Hidro-Etektrik Tesislerinin Devrine Müteallik Olarak Akdedilen Mukavelenin Tasdiki Hakkında Kanun
01.09.1956	6845	Demiryolları ve Limanları İnşaatı İçin Gelecek Yıllara Sari Taahhütlere Girişilmesi Hakkındaki 3262, 3813, - 5075 Sayılı Kanunlara Ek Kanun
17.12.1956	6867	Askerlik Kanununun 35 inci Maddesine 5010 Sayılı Kanun ile İlave ve 6518 Sayılı Kanunla Tadil Edilen (E) Fıkrasının Değiştirilmesine Dair Kanun
16.01.1957	6881	Türkiye Cumhuriyeti Emekli Sandığı Kanununa Muvakkat İki Madde Eklenmesine Dair Kanun
25.01.1957	6888	Köy Enstitüleri ile İlk Öğretmen Okullarının Birleştirilmesi Hakkındaki 6234 Sayılı Kanuna Ek Kanun
28.02.1957	6934	Damga Resmi Kanununa Ek Kanun
19.04.1957	6951	Köy Enstitüleri ile İlk Öğretmen Okullarının Birleştirilmesine Dair 6234 Sayılı Kanunun Muvakkat Birinci Maddesine İki Fıkra İlavesi Hakkında Kanun
06.05.1957	6963	Türk - Alman Örnek ve Tatbikat Çiftlikleri İşletmesi Kurulmasına Dair Kanun
15.05.1957	6965	Hariciye Vekaleti Kuruluşu Hakkındaki 3312 Sayılı Kanuna Ek 5023 Sayılı Kanunda Geçen Bazı Tabirlerin Değiştirilmesine Dair Kanun
15.05.1957	6967	Türkiye Cumhuriyeti Devlet Meteoroloji İşleri Umum Müdürlüğünün Ziraat Vekaletine Bağlanması Hakkında Kanun
15.05.1957	6969	5436 Sayılı Kanuna Müsteniden Türkiye Cumhuriyeti Hükümeti ile Amerika Birleşik Devletleri Arasında Akdedilen Anlaşmalar Gereğince İthal Olunacak Zirai ve Gidai Maddelerin Muafiyeti Hakkında Kanun
24.05.1957	6976	Ege, Karadeniz Teknik ve Orta Doğu Teknik Üniversiteleri ile Bundan Sonra Kurulacak Üniversiteler İçin Yapılacak İstimlaklerde 6541 Sayılı Kanunun 5 ve 8 inci Maddelerinin Tatbik Edileceği Hakkında Kanun
24.05.1957	6978	Denizcilik Bankası Türk Anonim Ortaklığı Kanununun 37 nci Maddesinin Tadili Hakkında Kanun
29.05.1957	6980	T.C. Emekli Sandığı Kanununda Bazı Değişiklikler Yapılmasına ve Bu Kanuna Bazı Hükümler Eklenmesine Dair 5951 Sayılı Kanuna Bir Muvakkat Madde Eklenmesi Hakkında Kanun
31.05.1957	6989	İstanbul Teknik Üniversitesi Kuruluş Kadroları Hakkındaki Kanuna Ek 6033 Sayılı Kanuna Bağlı 1 Sayılı Cetvelde Değişiklik Yapılması Hakkında Kanun
31.05.1957	6991	Maliye Vekaleti Kuruluş ve Görevleri Hakkındaki 2996 Sayılı Kanunun Bazı Maddelerinin Değiştirilmesine ve Bu Kanuna Bazı Maddeler Eklenmesine Dair 5655 Sayılı Kanunla 6347 Sayılı Kanunun İkinci Maddesinde ve 3656 Sayılı Kanuna Bağlı Cetvellerde Tadilat Yapılmasına Dair Kanun
05.06.1957	6995	24.03.1950 Tarih ve 5655 Sayılı Kanuna Ek Kanun
14.06.1957	7007	Türkiye Büyük Millet Meclisi Yeni Binasıyla Müştemilatının Tefriş ve Tezyin İşlerinin Yapılması Vazife ve Selahiyetlerinin Nafia Vekaletine Devri Hakkında Kanun
14.06.1957	7008	Devlet Demiryolları ve Limanları İşletme Umum Müdürlüğü Memur ve Hizmetlilerinin Ücretlerine Dair Olan 2847, 3173, 4620 ve 5000 Sayılı Kanunlarda Değişiklik Yapılmasına ve 2847 Sayılı Kanuna Bazı Maddeler Eklenmesine Dair Olan 5616 Sayılı Kanuna Bağlı (III) Sayılı Cetvelin Tadili Hakkında Kanun
14.06.1957	7009	Demiryolları ve Limanlar İnşaatı İçin Gelecek Yıllara Sari Taahhütlere Girişilmesi Hakkındaki 6845 Sayılı Kanuna Ek Kanun
17.06.1957	7017	Üniversiteler Kanununun 38 inci Maddesine Bir Fıkra İlavesi Hakkında Kanun
19.06.1957	7021	İdarei Umumiyei Vilayat Kanununun 5048 Sayılı Kanunla Muaddel 140 ıncı Maddesinin Değiştirilmesi Hakkında Kanun
19.06.1957	7023	Gayrimenkul Kiraları Hakkındaki 6570 Sayılı Kanunun 3 üncü Maddesine Bir Fıkra ile Bir Bent Eklenmesine Dair 6767 Sayılı Kanunun İkinci Maddesinin (d) Bendinin Tadili Hakkında Kanun
19.06.1957	7026	Ankara Üniversitesi Tıp ve Siyasal Bilgiler Fakültelerinin Bina ihtiyaçlarını Karşılamak Üzere Gelecek Yıllara Sari Tahhüde Girişilmesi Hakkında Kanun
19.06.1957	7027	6165 Sayılı İstanbul Opera Binası İnşaatının Hazinece İkmali ve Sureti İdaresi Hakkındaki Kanunun İkinci Maddesinin Tadiline Dair Kanun
19.06.1957	7028	İstanbul Üniversitesi Binalarının Yapımı Hakkındaki 4999 Sayılı Kanuna Ek Kanun
19.06.1957	7029	Sınır, Kıyı ve Karasularının Muhafaza ve Emniyeti ile Kaçakçılığın Men ve Takibinde Kullanılacak Deniz Vasıtalarının Satın Alınması İçin Gelecek Senelere Sari Taahhütlere Girişilmesi Hakkında Kanun
19.06.1957	7030	Yeniden Yapılacak Su İşleri İçin Gelecek Yıllara Sari Taahhütlere Girişilmesine Mezuniyet Veren 3132, 4100, 4649, 5259, 6089, 6425 ve 6656 Sayılı Kanunlara Ek Kanun
10.09.1957	7046	Sınır, Kıyı ve Karasularımızın Muhafaza ve Emniyeti ve Kaçakçılığın Men ve Takibi İşlerinin Dahiliye Vekaletine Devrine Dair 6815 Sayılı Kanuna Bağlı (2) Sayılı Cetvelde Değişiklik Yapılması Hakkında Kanun
29.01.1958	7067	Sıhhat ve İçtimai Muavenet Vekaleti Teşkilat ve Memurları Hakkında 3017 Sayılı Kanunun 6 ncı ve Bu Kanunun 4258 Sayılı Kanunla Değiştirilen 49 uncu Maddelerinin Değiştirilmesine ve 4862 Sayılı Kanuna Bağlı Kadro Cetvelinde Değişiklik Yapılmasına Dair 6205 Sayık Kanuna Bağlı Cetvelin Tadili Hakkında Kanun
29.01.1958	7068	Sıhhat ve İçtimai Muavenet Vekaleti Teşkilat ve Memurları Kanununa Bazı Hükümler Eklenmesine ve 4258 Sayılı Kanuna Bağlı Kadro Cetvellerinin Değiştirilmesine Dair Olan 4862 Sayılı Kanuna Bağlı (1) Sayılı Cetvelde Değişiklik Yapılması Hakkında Kanun
